"﻿""round""",source_role,source_path,copied_file,format,n_rows,n_columns_or_keys,sha256,redistribution_boundary
N99,prediction-correction model comparison,data/N99_prediction_correction_law/N99_prediction_model_comparison.csv,tables/N99_prediction_model_comparison.csv,csv,8.0,9.0,c60b78db267f3642d92f60114198dae0348166e16ebc1500bb7399c38fb5ea95,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,candidate feature-family comparison for the compact correction,data/N99_prediction_correction_law/N99_prediction_feature_group_comparison.csv,tables/N99_prediction_feature_group_comparison.csv,csv,8.0,9.0,87afae386616e23429ef8ae1dde994383b968f33dff453d8ae5987711beb9a80,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,standardized compact-correction coefficients,data/N99_prediction_correction_law/N99_prediction_feature_coefficients.csv,tables/N99_prediction_feature_coefficients.csv,csv,17.0,5.0,2ae0e4fca4ecfc316987fa8a53d49488e740acb526c483887c7be5b8e85698b9,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,leave-region-out diagnostics for the compact correction,data/N99_prediction_correction_law/N99_prediction_region_holdout.csv,tables/N99_prediction_region_holdout.csv,csv,7.0,6.0,6bc4ee37bb26a4798c5f159621d09b41deeae77869e7f21cde63b3ebf89b5b72,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,shuffled-label permutation audit for the compact correction,data/N99_prediction_correction_law/N99_prediction_permutation_baseline.csv,tables/N99_prediction_permutation_baseline.csv,csv,1001.0,14.0,f069c53a84df4d39838f8f4e2bf240523dda2f63648463b2f952c2b22791d694,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,leave-one-city-out coefficient-stability audit for the compact correction,data/N99_prediction_correction_law/N99_prediction_coefficient_stability.csv,tables/N99_prediction_coefficient_stability.csv,csv,288.0,14.0,204325b44380a74e6e47bdec1193bb9a36e622536f9a532cce355e82f112d8e8,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,prediction-correction summary metrics,data/N99_prediction_correction_law/N99_prediction_summary.json,tables/N99_prediction_summary.json,json,1.0,27.0,2f992dcda133843479179d43dccee1b542d825486601900d76bafebe16edd5c5,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,low-overlap strict-geometry surrogate audit records,data/N99_low_overlap_geometry_surrogate/N99_low_overlap_surrogate_records.csv,tables/N99_low_overlap_surrogate_records.csv,csv,24.0,41.0,63c03929a066b855d22da36f6bf527f848fe80f14dab916bd79a35d6caf9ffcc,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,low-overlap strict-geometry surrogate city summary,data/N99_low_overlap_geometry_surrogate/N99_low_overlap_surrogate_city_summary.csv,tables/N99_low_overlap_surrogate_city_summary.csv,csv,24.0,24.0,26a0c94d293cbfe45988621d59073f281f7284fb0e18c5a0e82c0d228c9e3c0c,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,low-overlap strict-geometry surrogate summary metrics,data/N99_low_overlap_geometry_surrogate/N99_low_overlap_surrogate_summary.json,tables/N99_low_overlap_surrogate_summary.json,json,1.0,19.0,d3b0bde1772376a26356503e14779518110c0cb2a1d016fc08fc2a203c44fbe9,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
R100,source-data summary for the R100 main geometry contrast (manuscript Fig. 5),data/R100_main_figure_hardening/R100_geometry_null_contrast_source_data.csv,tables/R100_geometry_null_contrast_source_data.csv,csv,13.0,8.0,0441b8a72964a5346599f1b41e82d2d18aa47c2b7ed9434705aa77e84a81c0fd,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,supplementary compact transfer-error correction and permutation-audit figure,figures/Fig_N99_compact_correction.svg,figures/FigS_N99_compact_correction.svg,svg,,,874e4b61c05958e29a965956bb3cfdb8ee1905091460bfed71e1bb264e96389d,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,supplementary compact transfer-error correction and permutation-audit figure,figures/Fig_N99_compact_correction.pdf,figures/FigS_N99_compact_correction.pdf,pdf,,,ec6ba8e62589cea40f338c5c27a0bad1a3e0c7014e57dfd7540e001eba728853,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,supplementary compact transfer-error correction and permutation-audit figure,figures/Fig_N99_compact_correction.png,figures/FigS_N99_compact_correction.png,png,,,d506cc749644231a4e45574bb1b8b49922900dd94b6fadfb488eb7cc2f05ba8c,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,supplementary low-overlap strict-geometry surrogate audit figure,figures/Fig_N99_low_overlap_geometry_surrogate.svg,figures/FigS_N99_low_overlap_geometry_surrogate.svg,svg,,,8d314e19071df01d1e1921d437b42a8bd03757b8e8ac81d87ade13f35c0e3e78,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,supplementary low-overlap strict-geometry surrogate audit figure,figures/Fig_N99_low_overlap_geometry_surrogate.pdf,figures/FigS_N99_low_overlap_geometry_surrogate.pdf,pdf,,,699baa3c8760b2f4f1b38b5fd6997b40b3bf9565714a79ab7ff8daab53a32553,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,supplementary low-overlap strict-geometry surrogate audit figure,figures/Fig_N99_low_overlap_geometry_surrogate.png,figures/FigS_N99_low_overlap_geometry_surrogate.png,png,,,4a4e2927bca40c8fba9ebc274e02474d571de3fb17ffc3a7f97fae970d427427,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
R80,registered derivative of Supplementary Fig. S1,source_data/figures/FigS_geometry_null_distance_audit.pdf,figures/FigS_geometry_null_distance_audit.pdf,pdf,,,dfafcea6162875d32bd4117364cee8bf167c0952aafc7f34effe91221a86fb32,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
R80,registered derivative of Supplementary Fig. S1,source_data/figures/FigS_geometry_null_distance_audit.png,figures/FigS_geometry_null_distance_audit.png,png,,,3ec68d2c43bb72466867e84755dd04f53555efda0af2c983bbb90e575e90a75a,derived project table/figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
N99,figure-to-source-data map,source_data/Figure_Source_Data_Map.csv,Figure_Source_Data_Map.csv,csv,21.0,4.0,16aba8de9671963af17d381d97beb4a312993f9e74277ee333881fddb573cbd9,derived project table; raw OSM/Geofabrik/GHSL/WDI archives excluded
R103,71-city planar-lattice anchor predictions and residuals,data/R103_planar_lattice_anchor/R103_city_lattice_anchor.csv,tables/R103_city_lattice_anchor.csv,csv,71.0,17.0,3a9296c4ee74787532aa6223f66f47f7d226c035a30ce73e6f4a8d50bfaa352c,derived project table; analytic lattices and registered city tables only
R103,vertex-split lattice interpolation family thresholds,data/R103_planar_lattice_anchor/R103_vertex_split_interpolation.csv,tables/R103_vertex_split_interpolation.csv,csv,6.0,7.0,6d9f4d92701d86288dfa039e314fded52bfaffb121d3c6e58888af5ff90f0975,derived project table; analytic lattices and registered city tables only
R103,planar-lattice anchor summary metrics and estimator calibration,data/R103_planar_lattice_anchor/R103_summary.json,tables/R103_summary.json,json,1.0,19.0,6fefc4bd650417495c20c7170e8d35f6e62156a68018ecb5e0aff3a1a08b238a,derived project table; analytic lattices and registered city tables only
R105,universality-class Fisher-exponent table,data/R105_finite_size_scaling/R105_fisher_exponents.csv,tables/R105_fisher_exponents.csv,csv,7.0,3.0,92a5fcbce3d7b44afc2d57590e6b27f72e6d6999a4a7a18cae30391419f13bc5,derived project table; analytic lattices + cached graph node coordinates only
R105,universality-class test summary metrics,data/R105_finite_size_scaling/R105_summary.json,tables/R105_summary.json,json,1.0,10.0,28a6b705273e3642ad2c4b4a6ae8192e6bdbed827751cdcd1d0afbf09a22d510,derived project table; analytic lattices + cached graph node coordinates only
R123,street-form bottleneck city scores,data/R123_street_form_subgroup/R123_street_form_subgroup_city_scores.csv,tables/R123_street_form_subgroup_city_scores.csv,csv,71.0,17.0,6886f768b2d761cbced8eba753a9901a66e1158808fdb2a182f83b5f308d5fa0,derived project table; raw OSM/Geofabrik/GHSL/WDI archives excluded
R123,street-form bottleneck quartile summary,data/R123_street_form_subgroup/R123_street_form_subgroup_quartiles.csv,tables/R123_street_form_subgroup_quartiles.csv,csv,16.0,6.0,941b9d1e55304a06e021cdef875dc1badf7b598bc6a9862b209402fa44b52fdc,derived project table; raw OSM/Geofabrik/GHSL/WDI archives excluded
R123,street-form bottleneck correlations,data/R123_street_form_subgroup/R123_street_form_subgroup_correlations.csv,tables/R123_street_form_subgroup_correlations.csv,csv,4.0,5.0,0db46b2bb4b5fdf9dfd0fa7cd197fba26dc4f68de2af818a2fd1828c2bbe78d9,derived project table; raw OSM/Geofabrik/GHSL/WDI archives excluded
R123,street-form bottleneck JSON summary,data/R123_street_form_subgroup/R123_summary.json,tables/R123_summary.json,json,1.0,15.0,b8a03616db1e8f77b3e70f1f01876d8cfbe23b040d0de859ad5adadcc15570a7,derived project table; raw OSM/Geofabrik/GHSL/WDI archives excluded
R123,Supplementary Fig. S8 street-form subgroup stress-test figure,figures/Fig_R123_street_form_subgroup.svg,figures/FigS_R123_street_form_subgroup.svg,svg,,,4b273ae559ae7cf7e9a28aab9f5c6eb12e6f69266f4affe858c1d0b80adf95d2,derived project figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
R123,Supplementary Fig. S8 street-form subgroup stress-test figure,figures/Fig_R123_street_form_subgroup.pdf,figures/FigS_R123_street_form_subgroup.pdf,pdf,,,826d15de76b0e7d462eba9799df1f9aca179618dc249b4bf0cd04d50f6ac1cdb,derived project figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
R123,Supplementary Fig. S8 street-form subgroup stress-test figure,figures/Fig_R123_street_form_subgroup.png,figures/FigS_R123_street_form_subgroup.png,png,,,03657a16de08f37c34291d5b3065e612d578c4deb019cbd899f0555f0b03bd96,derived project figure; raw OSM/Geofabrik/GHSL/WDI archives excluded
R106,"second-domain power-grid percolation, anchor and Fisher-exponent results",data/R106_second_domain_power/R106_power_grid_percolation.csv,tables/R106_power_grid_percolation.csv,csv,10.0,19.0,20e04496250206218039939b8fafafe8461b9cf88fae9254e98d1f433386dd96,"derived results only; PEGASE grids loaded from pandapower dependency, not redistributed"
R106,second-domain power-grid summary metrics,data/R106_second_domain_power/R106_summary.json,tables/R106_summary.json,json,1.0,22.0,b0531d2cf2dc87425cc0a20ced00556696fe6511627343cd8af402ed9b7d0388,"derived results only; PEGASE grids loaded from pandapower dependency, not redistributed"
R107,planarity-dial Fisher exponents vs added-crossing fraction,data/R107_planarity_dial/R107_planarity_dial.csv,tables/R107_planarity_dial.csv,csv,24.0,6.0,751b1731d26f94f3d7c5c7b9454919ebf8773ca421736d0bb1dc6520740d6405,"derived results; cached graph node coordinates only, not redistributed"
R107,planarity-dial summary and universality-origin metrics,data/R107_planarity_dial/R107_summary.json,tables/R107_summary.json,json,1.0,9.0,631f490abf4ca74124ca082e6283edf8c67908f2625a9c183939a47bf7ecc60a,"derived results; cached graph node coordinates only, not redistributed"
R108,"per-city derived 2/<k>, CEBH, anchor and effective dimension",data/R108_effective_dimension/R108_road_effective_dimension.csv,tables/R108_road_effective_dimension.csv,csv,71.0,10.0,2aed40554ae7657796000e26bc907de5b25fa6c3efcaf7b2873ea6348538bbff,derived results from registered tables and analytic lattices
R108,planarity-dial effective dimension and Fisher exponent,data/R108_effective_dimension/R108_dial_effective_dimension.csv,tables/R108_dial_effective_dimension.csv,csv,24.0,6.0,7ddb9259e92078d44c1877c89510390e8e7b67762283370ec54f001aa6a328d2,derived results from registered tables and analytic lattices
R108,effective-dimension theory summary: derived-law accuracy and unification,data/R108_effective_dimension/R108_summary.json,tables/R108_summary.json,json,1.0,6.0,52c8989435554eb15ef0bf40249956085485426272f2cf45fa26bf038e601b07,derived results from registered tables and analytic lattices
R109,81-network tolerable-failure-fraction screening (roads + power),data/R109_resilience_screening/R109_resilience_population.csv,tables/R109_resilience_population.csv,csv,81.0,9.0,7de29454912703b6dda9bd06e22e5c37185f7be64f42273d672cf3b3f0104635,derived results from registered tables; no external data
R109,resilience-screening summary: CEBH over-rating and ranking diagnostics,data/R109_resilience_screening/R109_summary.json,tables/R109_summary.json,json,1.0,14.0,789678b8986500cf0a165ef9f7069c914019a76e9667cdd4063afdf505aaca0b,derived results from registered tables; no external data
R109,Supplementary Fig. S10 resilience-screening consequence figure,figures/Fig_R109_resilience_screening.svg,figures/FigS_R109_resilience_screening.svg,svg,,,55f0fedf8cbfdf32f59827adfa2860a54dff1dbcee323b3a2bc8b4d397083374,derived project figure; raw third-party network archives excluded
R109,Supplementary Fig. S10 resilience-screening consequence figure,figures/Fig_R109_resilience_screening.pdf,figures/FigS_R109_resilience_screening.pdf,pdf,,,69e4c6547183f4eba83d57dcaf477f738913abf8c9e0b409ee1698d7a3aa1664,derived project figure; raw third-party network archives excluded
R109,Supplementary Fig. S10 resilience-screening consequence figure,figures/Fig_R109_resilience_screening.png,figures/FigS_R109_resilience_screening.png,png,,,489b83869fdbf9d5cfe5507d9a6b27018f3398d699a311062e11bbe65efc1373,derived project figure; raw third-party network archives excluded
R110,real-network consistency between threshold-route and exponent-route effective dimension,data/R110_dimension_consistency/R110_real_network_consistency.csv,tables/R110_real_network_consistency.csv,csv,15.0,12.0,07739c457f4d15a55c3baffeb32a94adb0fb267822d33c6ed654c1139da4f120,"derived results from registered planarity-dial, road and power tables; no raw graph archives redistributed"
R110,planarity-dial calibration table for tau_F-to-d map,data/R110_dimension_consistency/R110_calibration_dial.csv,tables/R110_calibration_dial.csv,csv,24.0,6.0,75889956f1851ce7b07b8796ef2db8dcfb35f5568f733922c0ced1fc3fdad5ee,derived results from registered planarity-dial tables
R110,effective-dimension consistency summary metrics,data/R110_dimension_consistency/R110_summary.json,tables/R110_summary.json,json,1.0,15.0,6f7a357388cd8a1412ae240876811b33e45256c1a3a8442697e82d0b79b6b13c,"derived results from registered planarity-dial, road and power tables"
R110,Supplementary Fig. S11 effective-dimension consistency figure,figures/Fig_R110_dimension_consistency.svg,figures/FigS_R110_dimension_consistency.svg,svg,,,932164e8b88f2628eab36eaaac865d345c29621046396affebeffd5346dcad38,derived project figure; raw graph archives excluded
R110,Supplementary Fig. S11 effective-dimension consistency figure,figures/Fig_R110_dimension_consistency.pdf,figures/FigS_R110_dimension_consistency.pdf,pdf,,,d4b79dabe52df6c40551b48d73ae6a7474f7a6d74988eaac97bd3148a66f1911,derived project figure; raw graph archives excluded
R110,Supplementary Fig. S11 effective-dimension consistency figure,figures/Fig_R110_dimension_consistency.png,figures/FigS_R110_dimension_consistency.png,png,,,b8e095838a83607c6f1013dbc9121d6a4dedf43fb8a07ace36a2eb00593107e7,derived project figure; raw graph archives excluded
R111,held-out water-domain percolation results,data/R111_third_domain_water/R111_water_percolation.csv,tables/R111_water_percolation.csv,csv,7.0,21.0,67d759920ee7634a31b95f9fa7b5a1cfae00d2a686c79669f93bdfe1a40e6cec,derived results only; water network examples loaded from distributing packages and not redistributed
R111,held-out water-domain summary metrics,data/R111_third_domain_water/R111_summary.json,tables/R111_summary.json,json,1.0,26.0,54448ef889ad4dd5e72a7f95822859c0d04c6126c3bcef52b38661cd8beaab26,derived results only; water network examples loaded from distributing packages and not redistributed
R111,Supplementary Fig. S12 held-out water-domain figure,figures/Fig_R111_third_domain_water.svg,figures/FigS_R111_third_domain_water.svg,svg,,,76d711cc5e4371d588862a65962a30b054a1977efe08919b7a8200818108bf6c,derived project figure; raw water-network archives excluded
R111,Supplementary Fig. S12 held-out water-domain figure,figures/Fig_R111_third_domain_water.pdf,figures/FigS_R111_third_domain_water.pdf,pdf,,,7026b4e877eb2eaecf8928aa2ed08870264fb401aa0d035dd28e63054921ea6f,derived project figure; raw water-network archives excluded
R111,Supplementary Fig. S12 held-out water-domain figure,figures/Fig_R111_third_domain_water.png,figures/FigS_R111_third_domain_water.png,png,,,b2b9f35e54a81fa2a1623940ae63dfaba277c5b6b7ebf1a7de8836d1c5ee3a7f,derived project figure; raw water-network archives excluded
R112,held-out rail-domain percolation results,data/R112_fourth_domain_rail/R112_rail_percolation.csv,tables/R112_rail_percolation.csv,csv,6.0,20.0,9a8e6e0bb18eb55abee156c3febef73ba54adb55160dfc79077b87d5c6fd4ac7,derived results only; raw OSM railway data not redistributed
R112,held-out rail-domain summary metrics,data/R112_fourth_domain_rail/R112_summary.json,tables/R112_summary.json,json,1.0,25.0,2026aeb61ee09cd10f20307e921a11a2e8bd585416d748d8702a314396038ab2,derived results only; raw OSM railway data not redistributed
R112,Supplementary Fig. S13 held-out rail-domain figure,figures/Fig_R112_fourth_domain_rail.svg,figures/FigS_R112_fourth_domain_rail.svg,svg,,,7c2fc2540d39ae0a305e71fa8ccc78b9c2b314b10808bc8050cdeec56ca019f0,derived project figure; raw OSM railway data not redistributed
R112,Supplementary Fig. S13 held-out rail-domain figure,figures/Fig_R112_fourth_domain_rail.pdf,figures/FigS_R112_fourth_domain_rail.pdf,pdf,,,3d9039255a22fa13bb7b04f84f18741bfdf4c7c72e2f6ac9cb36a0130f598baf,derived project figure; raw OSM railway data not redistributed
R112,Supplementary Fig. S13 held-out rail-domain figure,figures/Fig_R112_fourth_domain_rail.png,figures/FigS_R112_fourth_domain_rail.png,png,,,8ac0ba87fcaf5cd18f657288b457f6249056be779a2246fb060986480d898699,derived project figure; raw OSM railway data not redistributed
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S1_crossing_density_71cities.csv,tables/R205_S1_crossing_density_71cities.csv,csv,71,26,d25d5c337673b71f7fd11f63cc6e8230073411e7bc17f41e82fdfde11b096630,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S1_dose_response_summary.json,tables/R205_S1_dose_response_summary.json,json,1,30,060a74194acc95ed59d13b4acaffea61289f1d3b5bda522de097d31f1c070182,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S1c_confound_controls.json,tables/R205_S1c_confound_controls.json,json,1,28,ba708331593040d4cc8ff538a65d69c6056b841bb5ac2fa68caed5703d759ad7,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S1d_crossing_length_decomposition.csv,tables/R205_S1d_crossing_length_decomposition.csv,csv,71,16,361e3aa55c1915c0a617d16d1b2c2fbfd8146bc95af04c578e02edd5155fb07b,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S1d_summary.json,tables/R205_S1d_summary.json,json,1,12,c6de634e788ba658302b8bf2b1c265d456cc6979aea57f7b61094d05559c9847,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S2_matched_dial.csv,tables/R205_S2_matched_dial.csv,csv,45,11,56d15e197f41770b0d5dae56dc8e3210f381fd612fb2377f95f7ee52b11590d2,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S2_planar_family_anchor.csv,tables/R205_S2_planar_family_anchor.csv,csv,14,9,da66692be87c263e1bf63cf450d8f54fdebb3d20dfdc3f87b8b8d979fed862bb,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S2b_chi_targeted_dial.csv,tables/R205_S2b_chi_targeted_dial.csv,csv,24,9,64da56b288ef7a8bab0d1778c888c2fa3ce157654910d2dc2ff01e1b372f1215,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S3_cross_domain_nonplanarity.csv,tables/R205_S3_cross_domain_nonplanarity.csv,csv,27,23,742a59fea9906c7bbc3c4639f96f34a5326031da5e7ea993f4618039dac24d9a,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S3_summary.json,tables/R205_S3_summary.json,json,1,8,e82d66b53bcc474ec84498850645ff353f30ac4ecb74283934142af239d16ace,derived project table; raw third-party archives and active submission files excluded
R205,measured crossing-density and dose-response,data/R205_measured_geometry_dose_response/R205_S4_decision_experiment.json,tables/R205_S4_decision_experiment.json,json,1,12,119102f8925da2125b284d6c481023b7d86423237b6a760637115371ff2411af,derived project table; raw third-party archives and active submission files excluded
R206,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R206_A1_dial_fine_grid.csv,tables/R206_A1_dial_fine_grid.csv,csv,60,9,72598a43bae69015fbc7ea37198929b381048935763d260df03b1a8bb2a00de0,derived project table; raw third-party archives and active submission files excluded
R206,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R206_A2_rail_artifact_validation.csv,tables/R206_A2_rail_artifact_validation.csv,csv,7,14,c45f609d9437f82ea607e6d39ce2e6056789e0a0853ca668def25db0c26eb01b,derived project table; raw third-party archives and active submission files excluded
R206,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R206_A2_summary.json,tables/R206_A2_summary.json,json,1,6,c8537f9bc29c0b245a094d8afdb890a972d196a9fd296017f217d6dc738aef4d,derived project table; raw third-party archives and active submission files excluded
R206,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R206_A3_flip_threshold_sweep.csv,tables/R206_A3_flip_threshold_sweep.csv,csv,84,5,6179e425faa221c6962fdc905984647b4a6d8d6bfca876afde42b74bfd2be5ec,derived project table; raw third-party archives and active submission files excluded
R206,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R206_A3_summary.json,tables/R206_A3_summary.json,json,1,4,77a88260094e3c909920f1a9a4126f5d99a34ae32da470d8e333a10f157dfda8,derived project table; raw third-party archives and active submission files excluded
R206,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R206_A4_reliability_refs_verified.csv,tables/R206_A4_reliability_refs_verified.csv,csv,13,11,5d2867eff897af0b0d01260beff181435f3848deb3767ba801abc5f47bb13830,derived project table; raw third-party archives and active submission files excluded
R208,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R208_A4b_new_refs_verified.csv,tables/R208_A4b_new_refs_verified.csv,csv,10,10,d244befe0b71dc2c599aae39eb1e74cdb51e72fd137f02c38663353541d8cfc5,derived project table; raw third-party archives and active submission files excluded
R208,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R208_A5_dial_breadth.csv,tables/R208_A5_dial_breadth.csv,csv,24,9,ee84329560f9b37c9e1fa23acb4989702574afa061c1275af694ed707f4f2242,derived project table; raw third-party archives and active submission files excluded
R208,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R208_A6_window_sensitivity.csv,tables/R208_A6_window_sensitivity.csv,csv,12,16,88318cc4d38de7ef8f6939754754a6a4dc3eb7e321bb89c6016a631d5e373fb9,derived project table; raw third-party archives and active submission files excluded
R208,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R208_A7_review_response_stats.json,tables/R208_A7_review_response_stats.json,json,1,10,3edd93f6eaede7cdc55a9e21b94edeea71d0ebbfa0ddc2a9fd1955f8e54216a2,derived project table; raw third-party archives and active submission files excluded
R208,RESS reframe and decision-validity derived table,data/R206_R208_ress_reframe/R208_A8_midrange_dial.csv,tables/R208_A8_midrange_dial.csv,csv,12,7,4dbd4e789b45cd17928c5d4793f26500f7b48d2fc0e12593b955afd5d2960194,derived project table; raw third-party archives and active submission files excluded
